day,month,year,cloud_cover,global_radiation,max_temp,mean_temp,min_temp,pressure
11,5,1982.0,3.0,240.0,17.7,15.4,10.5,101340.0
12,5,1982.0,1.0,308.0,19.7,14.4,6.8,101690.0
13,5,1982.0,6.0,254.0,16.7,8.8,1.1,102770.0
14,5,1982.0,4.0,,12.8,12.0,9.4,101870.0
15,5,1982.0,7.0,149.0,17.6,12.6,9.5,101190.0
16,5,1982.0,5.0,241.0,18.8,16.4,10.9,102090.0
17,5,1982.0,6.0,253.0,24.3,16.8,12.9,102030.0
18,5,1982.0,6.0,199.0,16.2,14.1,11.0,100610.0
19,5,1982.0,4.0,254.0,14.2,13.8,8.3,101870.0
20,5,1982.0,3.0,277.0,20.9,18.2,11.5,101380.0
21,5,1982.0,5.0,270.0,18.0,12.6,7.8,102060.0
22,5,1982.0,6.0,143.0,17.4,13.7,10.4,102560.0
23,5,1982.0,6.0,229.0,15.1,12.2,8.9,101750.0
24,5,1982.0,6.0,199.0,14.1,9.0,6.8,102340.0
25,5,1982.0,7.0,124.0,20.4,16.4,12.5,101640.0
26,5,1982.0,8.0,81.0,17.8,13.3,9.4,100260.0
27,5,1982.0,7.0,131.0,21.8,15.6,11.7,102330.0
28,5,1982.0,6.0,250.0,19.5,14.9,9.4,101880.0
29,5,1982.0,8.0,81.0,13.5,13.0,8.4,100230.0
30,5,1982.0,1.0,287.0,26.6,13.4,7.5,102090.0
31,5,1982.0,8.0,94.0,10.8,9.8,6.9,101500.0
1,6,1982.0,4.0,286.0,20.4,13.8,7.7,103090.0
2,6,1982.0,7.0,89.0,16.0,14.0,10.6,102250.0
3,6,1982.0,7.0,208.0,21.9,22.5,16.7,101720.0
4,6,1982.0,6.0,185.0,21.9,19.0,14.0,101620.0
5,6,1982.0,4.0,241.0,19.3,14.0,9.7,101910.0
6,6,1982.0,4.0,300.0,21.8,18.5,13.1,101830.0
7,6,1982.0,7.0,190.0,21.8,18.6,14.5,102080.0
8,6,1982.0,5.0,208.0,20.0,17.4,12.9,101280.0
9,6,1982.0,7.0,135.0,21.4,17.2,13.7,101840.0
10,6,1982.0,5.0,257.0,18.9,18.6,14.2,101750.0
11,6,1982.0,2.0,295.0,21.7,13.8,9.9,102080.0
12,6,1982.0,5.0,259.0,21.9,19.0,13.4,102250.0
13,6,1982.0,7.0,254.0,25.7,18.4,13.6,102340.0
14,6,1982.0,7.0,225.0,17.5,13.4,9.7,102260.0
15,6,1982.0,1.0,320.0,23.2,18.4,13.3,102090.0
16,6,1982.0,5.0,232.0,20.6,18.8,14.0,101860.0
17,6,1982.0,5.0,223.0,24.0,16.1,10.4,102130.0
18,6,1982.0,7.0,127.0,16.6,14.4,11.0,100750.0
19,6,1982.0,7.0,270.0,24.0,19.2,14.3,101300.0
20,6,1982.0,3.0,285.0,24.6,18.6,12.5,101940.0
21,6,1982.0,6.0,288.0,18.6,15.8,12.1,101900.0
22,6,1982.0,6.0,173.0,17.6,16.0,12.2,101670.0
23,6,1982.0,5.0,239.0,21.4,14.0,9.7,102560.0
24,6,1982.0,3.0,285.0,20.4,17.3,11.3,101450.0
25,6,1982.0,5.0,283.0,25.4,19.1,12.9,102080.0
26,6,1982.0,5.0,174.0,18.6,15.6,12.0,101770.0
27,6,1982.0,5.0,294.0,24.7,21.0,12.7,101370.0
28,6,1982.0,7.0,207.0,24.5,19.5,12.6,101660.0
29,6,1982.0,6.0,179.0,19.5,18.8,11.0,102370.0
30,6,1982.0,4.0,174.0,19.2,16.2,12.7,101380.0
1,7,1982.0,7.0,99.0,19.1,15.8,14.0,101700.0
2,7,1982.0,6.0,180.0,30.2,20.6,15.9,101820.0
3,7,1982.0,4.0,273.0,27.6,22.4,14.2,102670.0
4,7,1982.0,6.0,244.0,20.0,16.9,11.1,101370.0
5,7,1982.0,6.0,203.0,19.0,17.8,12.3,101890.0
6,7,1982.0,5.0,300.0,27.0,17.6,12.9,102570.0
7,7,1982.0,7.0,114.0,17.6,16.4,13.8,101580.0
8,7,1982.0,7.0,75.0,21.6,16.6,12.0,101730.0
9,7,1982.0,6.0,208.0,22.7,19.0,14.9,101580.0
10,7,1982.0,5.0,253.0,17.6,12.4,6.8,102010.0
11,7,1982.0,6.0,147.0,23.1,16.2,13.0,102230.0
12,7,1982.0,5.0,169.0,25.7,17.8,13.2,101340.0
13,7,1982.0,5.0,242.0,23.8,17.4,13.5,102110.0
14,7,1982.0,5.0,275.0,22.8,18.6,13.6,101610.0
15,7,1982.0,5.0,208.0,21.8,15.7,8.9,101900.0
16,7,1982.0,5.0,248.0,28.9,20.5,14.0,101960.0
17,7,1982.0,6.0,241.0,29.5,21.6,15.1,102070.0
18,7,1982.0,6.0,80.0,19.1,13.5,10.1,101520.0
19,7,1982.0,1.0,322.0,25.5,21.3,15.7,101450.0
20,7,1982.0,5.0,211.0,19.5,17.8,13.1,100920.0
21,7,1982.0,6.0,124.0,20.3,20.2,15.6,102330.0
22,7,1982.0,5.0,215.0,24.3,18.4,12.0,101780.0
23,7,1982.0,6.0,130.0,21.0,15.9,11.3,101310.0
24,7,1982.0,6.0,176.0,23.1,18.0,13.1,100820.0
25,7,1982.0,7.0,228.0,21.9,20.0,14.6,101250.0
26,7,1982.0,6.0,208.0,23.9,20.8,16.6,102400.0
27,7,1982.0,3.0,292.0,28.7,22.7,15.0,101700.0
28,7,1982.0,6.0,95.0,19.1,16.6,13.1,101360.0
29,7,1982.0,7.0,98.0,20.9,17.2,14.2,101870.0
30,7,1982.0,6.0,218.0,19.0,18.6,12.6,101550.0
31,7,1982.0,4.0,298.0,23.6,18.0,12.9,102460.0
1,8,1982.0,5.0,257.0,21.8,20.8,14.5,101960.0
2,8,1982.0,2.0,255.0,27.1,18.0,11.0,102130.0
3,8,1982.0,8.0,79.0,17.4,15.8,12.5,100920.0
4,8,1982.0,6.0,248.0,23.8,18.3,14.6,101890.0
5,8,1982.0,4.0,220.0,20.6,18.8,14.3,101340.0
6,8,1982.0,6.0,208.0,23.6,16.8,11.6,101390.0
7,8,1982.0,6.0,158.0,20.9,17.9,13.2,101550.0
8,8,1982.0,6.0,175.0,25.7,14.1,11.2,101660.0
9,8,1982.0,5.0,249.0,27.7,18.0,13.5,100970.0
10,8,1982.0,4.0,233.0,24.8,20.9,14.5,101300.0
11,8,1982.0,6.0,205.0,26.4,17.5,13.7,102670.0
12,8,1982.0,5.0,183.0,24.9,19.4,13.9,101890.0
13,8,1982.0,1.0,243.0,23.3,18.8,14.4,101970.0
14,8,1982.0,6.0,199.0,21.2,15.0,10.1,101470.0
15,8,1982.0,3.0,320.0,25.1,19.9,11.9,102690.0
16,8,1982.0,4.0,199.0,24.9,18.9,13.4,102350.0
17,8,1982.0,6.0,172.0,30.4,20.4,14.6,101790.0
18,8,1982.0,5.0,249.0,26.6,19.8,12.3,102800.0
19,8,1982.0,7.0,124.0,24.9,18.8,14.0,101710.0
20,8,1982.0,2.0,285.0,27.0,19.0,11.0,102150.0
21,8,1982.0,6.0,242.0,21.2,20.9,15.9,101730.0
22,8,1982.0,5.0,210.0,22.5,18.0,12.2,101770.0
23,8,1982.0,7.0,144.0,24.4,22.0,16.7,101420.0
24,8,1982.0,5.0,215.0,26.0,20.8,14.0,102060.0
25,8,1982.0,5.0,219.0,22.7,17.2,12.8,101750.0
26,8,1982.0,5.0,233.0,24.6,18.1,14.0,102140.0
27,8,1982.0,0.0,222.0,25.3,20.6,15.8,101450.0
28,8,1982.0,4.0,254.0,23.1,19.6,14.1,101860.0
29,8,1982.0,5.0,202.0,23.2,24.6,17.7,102380.0
30,8,1982.0,7.0,154.0,17.8,14.8,10.5,101940.0
31,8,1982.0,6.0,144.0,17.6,13.7,11.0,101730.0
1,9,1982.0,6.0,184.0,19.3,14.3,10.9,102900.0
2,9,1982.0,6.0,122.0,19.1,16.6,13.1,101310.0
3,9,1982.0,3.0,180.0,11.8,5.8,2.5,101860.0
4,9,1982.0,4.0,181.0,17.8,14.0,10.0,102610.0
5,9,1982.0,2.0,239.0,22.4,17.4,12.7,102370.0
6,9,1982.0,6.0,96.0,17.7,17.7,13.6,101700.0
7,9,1982.0,6.0,84.0,17.1,12.7,9.8,100980.0
8,9,1982.0,2.0,108.0,24.4,16.3,9.7,102070.0
9,9,1982.0,7.0,95.0,20.5,17.0,14.5,102720.0
10,9,1982.0,5.0,151.0,18.2,16.4,12.7,102090.0
11,9,1982.0,5.0,148.0,21.1,17.0,13.4,101810.0
12,9,1982.0,4.0,213.0,20.8,15.6,11.4,102070.0
13,9,1982.0,3.0,149.0,20.0,17.6,13.3,102330.0
14,9,1982.0,7.0,66.0,19.7,13.6,11.4,101710.0
15,9,1982.0,4.0,159.0,19.7,15.6,11.8,100890.0
16,9,1982.0,4.0,121.0,19.2,14.8,9.9,103630.0
17,9,1982.0,8.0,55.0,19.9,15.5,12.3,99840.0
18,9,1982.0,4.0,134.0,16.1,14.3,11.6,99770.0
19,9,1982.0,5.0,140.0,19.0,20.2,15.6,101830.0
20,9,1982.0,5.0,107.0,17.0,13.4,11.4,100740.0
21,9,1982.0,7.0,57.0,18.3,14.8,12.5,100710.0
22,9,1982.0,6.0,151.0,18.7,16.0,12.6,101710.0
23,9,1982.0,5.0,100.0,18.0,16.4,13.3,102900.0
24,9,1982.0,5.0,159.0,19.5,14.0,10.7,102570.0
25,9,1982.0,6.0,67.0,16.9,17.8,13.0,100490.0
26,9,1982.0,6.0,158.0,18.7,17.4,12.8,100790.0
27,9,1982.0,6.0,105.0,21.4,15.1,11.7,102560.0
28,9,1982.0,6.0,152.0,18.3,17.3,15.8,101080.0
29,9,1982.0,7.0,47.0,16.5,15.0,13.8,99730.0
30,9,1982.0,7.0,98.0,20.4,16.6,11.5,101270.0
1,10,1982.0,4.0,87.0,17.5,13.0,9.7,101470.0
2,10,1982.0,2.0,93.0,13.1,10.2,4.5,102900.0
3,10,1982.0,7.0,66.0,14.3,11.0,10.9,100710.0
4,10,1982.0,7.0,64.0,15.2,13.7,10.5,100520.0
5,10,1982.0,8.0,50.0,15.2,12.6,10.2,101980.0
6,10,1982.0,4.0,121.0,12.6,14.4,9.9,102780.0
7,10,1982.0,7.0,57.0,12.5,8.6,4.7,101470.0
8,10,1982.0,3.0,153.0,19.1,17.9,12.4,100810.0
9,10,1982.0,5.0,111.0,15.6,12.2,7.8,101370.0
10,10,1982.0,4.0,59.0,17.0,12.2,9.0,101050.0
11,10,1982.0,7.0,65.0,16.2,11.8,10.9,102210.0
12,10,1982.0,3.0,91.0,12.1,7.2,1.8,103030.0
13,10,1982.0,5.0,116.0,13.2,11.0,9.6,100620.0
14,10,1982.0,8.0,44.0,13.9,10.4,6.8,101070.0
15,10,1982.0,8.0,47.0,15.1,10.0,7.5,102210.0
16,10,1982.0,1.0,120.0,18.2,15.7,10.1,100770.0
17,10,1982.0,6.0,39.0,12.6,6.0,0.4,101550.0
18,10,1982.0,4.0,59.0,13.0,10.8,6.0,103300.0
19,10,1982.0,6.0,55.0,14.0,9.0,5.8,102600.0
20,10,1982.0,5.0,58.0,12.0,10.0,6.1,102540.0
21,10,1982.0,1.0,111.0,20.5,10.2,4.7,102780.0
22,10,1982.0,2.0,98.0,14.6,8.6,4.9,103310.0
23,10,1982.0,7.0,25.0,14.1,12.6,10.5,102550.0
24,10,1982.0,7.0,64.0,16.9,12.5,9.4,100780.0
25,10,1982.0,6.0,66.0,14.7,12.4,10.6,101330.0
26,10,1982.0,4.0,65.0,14.9,10.6,7.5,102880.0
27,10,1982.0,6.0,58.0,13.4,14.6,13.9,100800.0
28,10,1982.0,8.0,30.0,15.0,12.4,10.8,101120.0
29,10,1982.0,5.0,57.0,17.3,9.6,6.0,101260.0
30,10,1982.0,7.0,25.0,14.1,11.9,7.1,102680.0
31,10,1982.0,4.0,150.0,15.3,14.9,9.4,102760.0
1,11,1982.0,8.0,46.0,9.2,8.4,6.8,101710.0
2,11,1982.0,8.0,22.0,14.1,11.3,7.1,102360.0
3,11,1982.0,7.0,24.0,12.8,9.4,6.9,102860.0
4,11,1982.0,7.0,13.0,13.3,9.0,6.0,101500.0
5,11,1982.0,6.0,54.0,16.4,13.4,10.0,101470.0
6,11,1982.0,4.0,62.0,11.5,9.5,4.2,103010.0
7,11,1982.0,7.0,20.0,14.0,7.9,2.8,100640.0
8,11,1982.0,8.0,18.0,13.9,11.4,9.3,100670.0
9,11,1982.0,4.0,53.0,16.1,11.4,7.6,103270.0
10,11,1982.0,7.0,22.0,15.3,6.8,-0.1,100590.0
11,11,1982.0,7.0,19.0,10.0,5.8,3.6,101580.0
12,11,1982.0,7.0,14.0,8.8,5.0,0.8,103530.0
13,11,1982.0,5.0,78.0,9.0,7.2,1.2,102900.0
14,11,1982.0,7.0,15.0,12.9,5.7,1.9,101260.0
15,11,1982.0,7.0,19.0,12.2,13.5,11.9,100630.0
16,11,1982.0,7.0,19.0,13.9,13.4,8.6,103100.0
17,11,1982.0,7.0,17.0,9.8,9.0,8.4,102330.0
18,11,1982.0,3.0,69.0,7.1,7.1,2.2,101400.0
19,11,1982.0,8.0,15.0,13.1,11.2,10.0,102580.0
20,11,1982.0,7.0,35.0,6.3,6.7,1.6,99300.0
21,11,1982.0,3.0,77.0,9.6,5.5,0.8,102660.0
22,11,1982.0,8.0,17.0,9.5,6.6,4.2,101850.0
23,11,1982.0,5.0,42.0,12.3,8.6,6.2,102790.0
24,11,1982.0,8.0,17.0,4.2,3.6,2.2,102080.0
25,11,1982.0,4.0,83.0,4.0,2.8,-4.5,102970.0
26,11,1982.0,6.0,18.0,10.7,5.5,0.8,101170.0
27,11,1982.0,8.0,31.0,12.7,13.2,10.7,101970.0
28,11,1982.0,4.0,27.0,4.6,3.4,-2.5,103670.0
29,11,1982.0,4.0,27.0,9.5,6.2,2.7,102500.0
30,11,1982.0,6.0,15.0,9.9,1.2,0.5,102990.0
1,12,1982.0,8.0,14.0,6.4,1.9,0.9,101340.0
2,12,1982.0,8.0,12.0,11.7,9.6,8.0,100370.0
3,12,1982.0,7.0,13.0,12.0,0.0,-3.5,103120.0
4,12,1982.0,4.0,57.0,6.5,0.6,-0.7,102760.0
5,12,1982.0,8.0,12.0,11.5,9.2,6.1,101850.0
6,12,1982.0,6.0,18.0,13.3,12.2,10.6,101420.0
7,12,1982.0,7.0,12.0,3.5,1.6,2.0,103510.0
8,12,1982.0,7.0,13.0,12.0,9.4,6.4,102650.0
9,12,1982.0,7.0,12.0,6.0,9.0,8.9,102750.0
10,12,1982.0,8.0,13.0,10.1,8.1,6.0,100360.0
11,12,1982.0,5.0,45.0,13.9,10.8,8.1,99670.0
12,12,1982.0,7.0,12.0,8.1,7.7,5.7,102390.0
13,12,1982.0,8.0,12.0,3.5,-0.4,-3.9,101570.0
14,12,1982.0,8.0,13.0,12.6,9.4,7.4,104080.0
15,12,1982.0,3.0,44.0,6.7,4.8,3.6,100200.0
16,12,1982.0,8.0,12.0,3.5,1.8,2.3,102510.0
17,12,1982.0,7.0,13.0,8.6,7.8,3.8,102520.0
18,12,1982.0,4.0,45.0,7.5,4.0,-0.4,101900.0
19,12,1982.0,7.0,12.0,9.1,9.2,8.9,102730.0
20,12,1982.0,8.0,12.0,7.5,5.6,3.2,100970.0
21,12,1982.0,8.0,13.0,7.4,3.7,0.3,102570.0
22,12,1982.0,7.0,12.0,9.6,9.0,6.5,101590.0
23,12,1982.0,7.0,29.0,14.4,11.8,9.5,100920.0
24,12,1982.0,6.0,25.0,6.6,2.2,-0.3,103640.0
25,12,1982.0,8.0,12.0,8.0,6.6,3.4,102250.0
26,12,1982.0,8.0,12.0,4.1,7.0,7.1,99700.0
27,12,1982.0,8.0,12.0,8.1,5.4,1.9,103940.0
28,12,1982.0,6.0,12.0,4.4,2.2,0.4,102530.0
29,12,1982.0,4.0,27.0,8.2,3.8,-4.5,101910.0
30,12,1982.0,7.0,12.0,5.8,2.6,1.2,102510.0
31,12,1982.0,6.0,15.0,7.8,1.8,-2.5,102040.0
1,1,1983.0,6.0,34.0,0.7,2.0,-4.3,102230.0
2,1,1983.0,5.0,28.0,3.6,2.0,-1.7,103350.0
3,1,1983.0,5.0,32.0,7.6,2.7,-1.4,103310.0
4,1,1983.0,8.0,13.0,10.9,4.7,1.1,103490.0
5,1,1983.0,6.0,17.0,10.7,7.2,4.9,102430.0
6,1,1983.0,8.0,13.0,4.5,7.2,7.5,98800.0
7,1,1983.0,7.0,29.0,5.1,-1.8,-4.3,102580.0
8,1,1983.0,4.0,44.0,5.7,2.0,-1.5,102350.0
9,1,1983.0,6.0,37.0,3.1,3.4,0.3,102560.0
10,1,1983.0,4.0,29.0,12.0,7.8,5.3,99560.0
11,1,1983.0,4.0,49.0,10.7,6.4,3.4,102160.0
12,1,1983.0,8.0,13.0,11.0,5.8,-0.5,102260.0
13,1,1983.0,7.0,19.0,9.4,7.2,4.5,102510.0
14,1,1983.0,6.0,29.0,9.0,2.2,-0.5,101380.0
15,1,1983.0,7.0,18.0,9.5,-0.0,-3.4,100880.0
16,1,1983.0,8.0,16.0,9.9,7.6,6.6,101790.0
17,1,1983.0,5.0,14.0,4.2,3.2,0.2,103640.0
18,1,1983.0,6.0,25.0,10.0,4.8,-0.7,102250.0
19,1,1983.0,8.0,17.0,7.6,3.2,0.8,101350.0
20,1,1983.0,5.0,45.0,5.7,6.3,2.8,102320.0
21,1,1983.0,7.0,16.0,12.0,10.7,9.7,100670.0
22,1,1983.0,6.0,16.0,7.7,8.5,6.6,101620.0
23,1,1983.0,5.0,36.0,9.9,5.8,4.0,99030.0
24,1,1983.0,8.0,17.0,10.2,5.0,3.1,101340.0
25,1,1983.0,8.0,16.0,7.2,5.4,3.6,102200.0
26,1,1983.0,7.0,44.0,4.0,3.0,0.1,103550.0
27,1,1983.0,7.0,13.0,5.9,1.4,-4.5,101970.0
28,1,1983.0,7.0,25.0,9.3,6.8,4.0,102680.0
29,1,1983.0,8.0,17.0,8.0,4.9,3.6,103190.0
30,1,1983.0,5.0,28.0,9.7,6.2,3.6,101970.0
31,1,1983.0,5.0,17.0,0.3,-0.8,-5.6,101850.0
1,2,1983.0,7.0,25.0,9.6,4.6,1.0,101770.0
2,2,1983.0,7.0,28.0,10.7,3.0,1.4,102600.0
3,2,1983.0,7.0,38.0,4.6,1.2,-1.3,102030.0
4,2,1983.0,7.0,31.0,1.9,2.4,-0.1,103020.0
5,2,1983.0,5.0,78.0,11.3,6.2,3.8,101940.0
6,2,1983.0,5.0,61.0,2.8,0.7,-0.5,101140.0
7,2,1983.0,5.0,31.0,4.1,2.9,-0.3,101600.0
8,2,1983.0,8.0,21.0,10.4,6.9,5.7,102060.0
9,2,1983.0,5.0,78.0,7.1,5.6,3.5,101990.0
10,2,1983.0,5.0,23.0,5.4,2.9,1.0,103580.0
11,2,1983.0,7.0,44.0,9.1,3.6,1.2,101910.0
12,2,1983.0,5.0,67.0,9.3,5.1,4.2,101260.0
13,2,1983.0,8.0,14.0,4.8,1.8,-0.8,102670.0
14,2,1983.0,8.0,35.0,6.4,4.5,1.2,102720.0
15,2,1983.0,7.0,25.0,4.3,1.4,-2.3,102870.0
16,2,1983.0,4.0,72.0,13.0,11.2,9.0,101970.0
17,2,1983.0,6.0,49.0,9.9,9.2,5.4,102380.0
18,2,1983.0,7.0,30.0,6.0,2.2,-1.4,102810.0
19,2,1983.0,7.0,28.0,11.4,12.2,10.8,102160.0
20,2,1983.0,7.0,23.0,4.9,1.6,-1.3,101240.0
21,2,1983.0,7.0,32.0,7.3,5.5,1.5,99970.0
22,2,1983.0,7.0,44.0,12.4,6.2,3.1,101310.0
23,2,1983.0,6.0,50.0,9.7,5.0,2.5,102850.0
24,2,1983.0,6.0,55.0,13.7,9.0,7.2,102340.0
25,2,1983.0,5.0,69.0,5.0,3.4,2.1,99490.0
26,2,1983.0,8.0,31.0,6.9,3.8,1.6,102250.0
27,2,1983.0,8.0,28.0,9.9,9.6,6.9,100980.0
28,2,1983.0,5.0,69.0,10.6,6.2,1.6,102830.0
1,3,1983.0,8.0,55.0,6.2,5.9,1.6,103440.0
2,3,1983.0,8.0,35.0,12.0,9.5,6.3,102840.0
3,3,1983.0,5.0,86.0,12.1,6.4,1.3,101050.0
4,3,1983.0,7.0,67.0,10.5,5.8,2.4,101210.0
5,3,1983.0,6.0,64.0,5.9,4.2,1.8,102260.0
6,3,1983.0,5.0,51.0,11.6,6.5,3.5,101060.0
7,3,1983.0,6.0,111.0,11.1,8.9,3.8,100220.0
8,3,1983.0,7.0,55.0,13.0,10.5,8.4,100520.0
9,3,1983.0,6.0,121.0,14.9,10.5,6.8,101620.0
10,3,1983.0,6.0,112.0,9.1,4.8,1.4,102950.0
11,3,1983.0,6.0,58.0,9.5,6.7,2.5,100990.0
12,3,1983.0,8.0,47.0,11.0,10.2,7.6,101160.0
13,3,1983.0,7.0,70.0,9.9,6.4,2.6,99080.0
14,3,1983.0,6.0,80.0,12.7,8.2,5.2,100230.0
15,3,1983.0,6.0,153.0,11.7,5.5,1.4,101580.0
16,3,1983.0,8.0,69.0,13.2,6.2,3.1,102930.0
17,3,1983.0,8.0,44.0,15.1,4.2,-0.3,102890.0
18,3,1983.0,7.0,56.0,7.8,5.0,4.1,102030.0
19,3,1983.0,7.0,146.0,11.5,8.2,6.9,101830.0
20,3,1983.0,8.0,42.0,8.8,9.0,5.0,100980.0
21,3,1983.0,4.0,111.0,4.2,2.0,-2.5,101560.0
22,3,1983.0,7.0,36.0,11.4,6.4,2.3,100880.0
23,3,1983.0,3.0,175.0,11.4,4.2,-2.7,101490.0
24,3,1983.0,6.0,149.0,13.9,10.8,7.8,99330.0
25,3,1983.0,2.0,190.0,11.1,6.9,2.1,101380.0
26,3,1983.0,7.0,38.0,13.5,8.2,2.9,102320.0
27,3,1983.0,5.0,186.0,17.9,11.6,6.7,103020.0
28,3,1983.0,8.0,64.0,18.2,13.4,7.9,102340.0
29,3,1983.0,7.0,47.0,10.2,4.6,-0.4,101360.0
30,3,1983.0,8.0,58.0,8.5,7.4,4.0,100990.0
31,3,1983.0,6.0,173.0,15.4,9.1,5.5,101310.0
1,4,1983.0,4.0,140.0,10.4,5.2,0.2,102960.0
2,4,1983.0,7.0,79.0,7.1,2.8,-1.9,102520.0
3,4,1983.0,3.0,147.0,10.0,3.2,-4.7,102330.0
4,4,1983.0,6.0,131.0,11.7,12.6,7.9,102340.0
5,4,1983.0,5.0,173.0,10.9,5.6,0.6,103000.0
6,4,1983.0,6.0,168.0,17.1,7.4,4.7,101190.0
7,4,1983.0,6.0,115.0,11.4,8.8,4.0,102370.0
8,4,1983.0,6.0,140.0,9.0,6.5,0.8,102920.0
9,4,1983.0,6.0,58.0,15.0,10.8,7.8,102810.0
10,4,1983.0,8.0,78.0,11.5,9.4,6.2,101630.0
11,4,1983.0,5.0,215.0,12.6,10.2,4.3,100140.0
12,4,1983.0,7.0,63.0,9.6,5.4,2.4,102000.0
13,4,1983.0,7.0,46.0,11.3,10.4,6.9,101370.0
14,4,1983.0,3.0,219.0,16.6,8.5,2.6,102020.0
15,4,1983.0,7.0,90.0,12.2,8.2,6.1,100920.0
16,4,1983.0,4.0,229.0,15.7,10.2,6.2,100790.0
17,4,1983.0,5.0,166.0,12.4,6.0,2.5,101520.0
18,4,1983.0,3.0,239.0,15.4,6.2,1.5,102690.0
19,4,1983.0,6.0,166.0,18.6,14.2,10.3,100640.0
20,4,1983.0,6.0,194.0,15.1,10.6,6.0,101520.0
21,4,1983.0,4.0,266.0,17.2,9.3,5.0,101940.0
22,4,1983.0,4.0,195.0,10.2,6.6,1.5,101890.0
23,4,1983.0,4.0,245.0,16.4,11.8,7.9,101900.0
24,4,1983.0,5.0,176.0,12.3,8.8,4.3,101280.0
25,4,1983.0,6.0,142.0,17.7,10.7,7.1,100640.0
26,4,1983.0,1.0,228.0,9.0,4.8,1.6,102550.0
27,4,1983.0,6.0,184.0,11.6,9.5,6.5,100750.0
28,4,1983.0,4.0,271.0,11.5,9.9,2.2,102230.0
29,4,1983.0,7.0,180.0,14.0,10.0,5.4,101050.0
30,4,1983.0,5.0,170.0,16.9,10.8,4.0,100850.0
1,5,1983.0,6.0,120.0,12.3,7.4,4.5,99640.0
2,5,1983.0,8.0,77.0,18.0,14.0,12.1,101890.0
3,5,1983.0,5.0,228.0,15.0,9.4,6.7,102210.0
4,5,1983.0,8.0,75.0,15.2,11.3,8.9,101730.0
5,5,1983.0,2.0,307.0,21.4,14.5,8.4,102560.0
6,5,1983.0,6.0,234.0,17.7,14.5,8.6,101850.0
7,5,1983.0,7.0,122.0,18.5,12.6,6.9,101390.0
8,5,1983.0,7.0,110.0,14.8,12.4,11.5,100810.0
9,5,1983.0,3.0,244.0,9.5,5.0,1.7,102470.0
10,5,1983.0,6.0,261.0,13.8,6.2,2.9,102380.0
11,5,1983.0,6.0,254.0,18.1,14.4,11.5,101270.0
12,5,1983.0,4.0,271.0,21.3,14.8,9.9,101420.0
13,5,1983.0,5.0,179.0,19.1,13.2,8.0,101970.0
14,5,1983.0,6.0,207.0,19.1,17.4,12.1,100780.0
15,5,1983.0,6.0,208.0,19.8,14.8,7.8,102680.0
16,5,1983.0,3.0,259.0,16.9,12.3,6.8,102580.0
17,5,1983.0,5.0,222.0,15.0,12.6,9.0,101470.0
18,5,1983.0,5.0,257.0,17.6,12.6,10.3,101780.0
19,5,1983.0,6.0,141.0,19.5,14.4,10.0,99070.0
20,5,1983.0,7.0,145.0,24.2,19.6,13.8,101880.0
21,5,1983.0,7.0,75.0,17.0,14.0,10.1,101700.0
22,5,1983.0,6.0,209.0,20.0,12.6,7.8,101080.0
23,5,1983.0,2.0,307.0,25.3,17.8,12.7,102600.0
24,5,1983.0,6.0,244.0,17.9,13.4,7.0,101620.0
25,5,1983.0,5.0,241.0,19.6,14.2,9.8,101580.0
26,5,1983.0,2.0,279.0,16.1,13.8,9.3,101150.0
27,5,1983.0,7.0,80.0,19.7,18.4,12.1,101790.0
28,5,1983.0,6.0,258.0,15.9,13.4,7.9,101930.0
29,5,1983.0,4.0,264.0,25.3,17.8,10.7,102370.0
30,5,1983.0,5.0,271.0,24.7,16.0,9.2,102110.0
31,5,1983.0,1.0,314.0,26.0,17.4,10.5,101840.0
1,6,1983.0,7.0,174.0,23.2,19.6,14.4,101520.0
2,6,1983.0,7.0,79.0,19.1,16.8,14.0,101980.0
3,6,1983.0,5.0,233.0,20.5,17.8,10.1,101860.0
4,6,1983.0,6.0,211.0,19.5,17.3,11.7,101960.0
5,6,1983.0,6.0,128.0,21.1,13.2,9.7,102000.0
6,6,1983.0,6.0,211.0,20.3,17.8,13.7,100960.0
7,6,1983.0,5.0,232.0,22.0,20.2,14.0,101810.0
8,6,1983.0,8.0,81.0,22.4,15.4,11.5,101470.0
9,6,1983.0,4.0,254.0,15.8,11.0,6.0,100520.0
10,6,1983.0,4.0,280.0,23.1,16.4,12.6,102080.0
11,6,1983.0,5.0,160.0,25.3,17.0,12.0,101370.0
12,6,1983.0,4.0,297.0,20.7,15.8,9.5,101470.0
13,6,1983.0,6.0,140.0,16.8,12.4,9.0,101910.0
14,6,1983.0,6.0,124.0,20.7,18.6,14.2,101120.0
15,6,1983.0,4.0,242.0,26.9,18.4,11.1,101390.0
16,6,1983.0,5.0,286.0,21.3,18.0,10.6,102260.0
17,6,1983.0,6.0,208.0,25.2,18.0,15.6,101550.0
18,6,1983.0,8.0,80.0,19.0,14.2,11.9,101570.0
19,6,1983.0,6.0,260.0,18.4,15.3,11.9,101710.0
20,6,1983.0,6.0,202.0,19.9,18.2,13.8,101620.0
21,6,1983.0,6.0,166.0,20.0,13.6,8.3,102330.0
22,6,1983.0,6.0,114.0,19.5,16.0,11.9,101900.0
23,6,1983.0,6.0,143.0,20.7,18.6,14.0,101390.0
